DDI-MedLine.d180.s1|DDI-MedLine.d180.s1.e0|DDI-MedLine.d180.s1.e1|null
DDI-DrugBank.d124.s26|DDI-DrugBank.d124.s26.e15|DDI-DrugBank.d124.s26.e16|null
DDI-DrugBank.d124.s28|DDI-DrugBank.d124.s28.e0|DDI-DrugBank.d124.s28.e1|advise
DDI-DrugBank.d124.s28|DDI-DrugBank.d124.s28.e0|DDI-DrugBank.d124.s28.e2|advise
DDI-DrugBank.d124.s28|DDI-DrugBank.d124.s28.e1|DDI-DrugBank.d124.s28.e2|advise
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e0|DDI-DrugBank.d124.s30.e1|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e0|DDI-DrugBank.d124.s30.e2|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e0|DDI-DrugBank.d124.s30.e3|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e0|DDI-DrugBank.d124.s30.e4|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e1|DDI-DrugBank.d124.s30.e2|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e1|DDI-DrugBank.d124.s30.e3|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e1|DDI-DrugBank.d124.s30.e4|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e2|DDI-DrugBank.d124.s30.e3|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e2|DDI-DrugBank.d124.s30.e4|null
DDI-DrugBank.d124.s30|DDI-DrugBank.d124.s30.e3|DDI-DrugBank.d124.s30.e4|null
DDI-DrugBank.d756.s0|DDI-DrugBank.d756.s0.e0|DDI-DrugBank.d756.s0.e1|null
DDI-DrugBank.d756.s0|DDI-DrugBank.d756.s0.e0|DDI-DrugBank.d756.s0.e2|null
DDI-DrugBank.d756.s0|DDI-DrugBank.d756.s0.e1|DDI-DrugBank.d756.s0.e2|null
DDI-DrugBank.d756.s1|DDI-DrugBank.d756.s1.e0|DDI-DrugBank.d756.s1.e1|null
DDI-DrugBank.d756.s2|DDI-DrugBank.d756.s2.e0|DDI-DrugBank.d756.s2.e1|null
DDI-DrugBank.d756.s2|DDI-DrugBank.d756.s2.e0|DDI-DrugBank.d756.s2.e2|null
DDI-DrugBank.d756.s2|DDI-DrugBank.d756.s2.e1|DDI-DrugBank.d756.s2.e2|null
DDI-DrugBank.d756.s4|DDI-DrugBank.d756.s4.e0|DDI-DrugBank.d756.s4.e1|null
DDI-DrugBank.d756.s4|DDI-DrugBank.d756.s4.e0|DDI-DrugBank.d756.s4.e2|null
DDI-DrugBank.d756.s4|DDI-DrugBank.d756.s4.e0|DDI-DrugBank.d756.s4.e3|null
DDI-DrugBank.d756.s4|DDI-DrugBank.d756.s4.e1|DDI-DrugBank.d756.s4.e2|null
DDI-DrugBank.d756.s4|DDI-DrugBank.d756.s4.e1|DDI-DrugBank.d756.s4.e3|null
DDI-DrugBank.d756.s4|DDI-DrugBank.d756.s4.e2|DDI-DrugBank.d756.s4.e3|null
DDI-DrugBank.d756.s7|DDI-DrugBank.d756.s7.e0|DDI-DrugBank.d756.s7.e1|null
DDI-DrugBank.d756.s7|DDI-DrugBank.d756.s7.e0|DDI-DrugBank.d756.s7.e2|null
DDI-DrugBank.d756.s7|DDI-DrugBank.d756.s7.e0|DDI-DrugBank.d756.s7.e3|null
DDI-DrugBank.d756.s7|DDI-DrugBank.d756.s7.e1|DDI-DrugBank.d756.s7.e2|null
DDI-DrugBank.d756.s7|DDI-DrugBank.d756.s7.e1|DDI-DrugBank.d756.s7.e3|null
DDI-DrugBank.d756.s7|DDI-DrugBank.d756.s7.e2|DDI-DrugBank.d756.s7.e3|null
DDI-DrugBank.d69.s0|DDI-DrugBank.d69.s0.e0|DDI-DrugBank.d69.s0.e1|null
DDI-DrugBank.d69.s1|DDI-DrugBank.d69.s1.e0|DDI-DrugBank.d69.s1.e1|null
DDI-DrugBank.d69.s1|DDI-DrugBank.d69.s1.e0|DDI-DrugBank.d69.s1.e2|null
DDI-DrugBank.d69.s1|DDI-DrugBank.d69.s1.e1|DDI-DrugBank.d69.s1.e2|null
DDI-DrugBank.d69.s2|DDI-DrugBank.d69.s2.e0|DDI-DrugBank.d69.s2.e1|null
DDI-MedLine.d181.s4|DDI-MedLine.d181.s4.e0|DDI-MedLine.d181.s4.e1|null
DDI-MedLine.d181.s6|DDI-MedLine.d181.s6.e0|DDI-MedLine.d181.s6.e1|null
DDI-MedLine.d181.s8|DDI-MedLine.d181.s8.e0|DDI-MedLine.d181.s8.e1|null
DDI-DrugBank.d359.s1|DDI-DrugBank.d359.s1.e0|DDI-DrugBank.d359.s1.e1|null
DDI-DrugBank.d359.s1|DDI-DrugBank.d359.s1.e0|DDI-DrugBank.d359.s1.e2|null
DDI-DrugBank.d359.s1|DDI-DrugBank.d359.s1.e1|DDI-DrugBank.d359.s1.e2|null
DDI-DrugBank.d359.s2|DDI-DrugBank.d359.s2.e0|DDI-DrugBank.d359.s2.e1|null
DDI-DrugBank.d359.s2|DDI-DrugBank.d359.s2.e0|DDI-DrugBank.d359.s2.e2|null
DDI-DrugBank.d359.s2|DDI-DrugBank.d359.s2.e1|DDI-DrugBank.d359.s2.e2|null
DDI-DrugBank.d359.s3|DDI-DrugBank.d359.s3.e0|DDI-DrugBank.d359.s3.e1|effect
DDI-DrugBank.d359.s3|DDI-DrugBank.d359.s3.e0|DDI-DrugBank.d359.s3.e2|effect
DDI-DrugBank.d359.s3|DDI-DrugBank.d359.s3.e1|DDI-DrugBank.d359.s3.e2|effect
DDI-DrugBank.d359.s4|DDI-DrugBank.d359.s4.e0|DDI-DrugBank.d359.s4.e1|null
DDI-DrugBank.d359.s5|DDI-DrugBank.d359.s5.e0|DDI-DrugBank.d359.s5.e1|null
DDI-DrugBank.d359.s6|DDI-DrugBank.d359.s6.e0|DDI-DrugBank.d359.s6.e1|null
DDI-DrugBank.d736.s1|DDI-DrugBank.d736.s1.e0|DDI-DrugBank.d736.s1.e1|null
DDI-DrugBank.d736.s3|DDI-DrugBank.d736.s3.e0|DDI-DrugBank.d736.s3.e1|effect
DDI-DrugBank.d736.s5|DDI-DrugBank.d736.s5.e0|DDI-DrugBank.d736.s5.e1|null
DDI-DrugBank.d736.s6|DDI-DrugBank.d736.s6.e0|DDI-DrugBank.d736.s6.e1|null
DDI-DrugBank.d736.s6|DDI-DrugBank.d736.s6.e0|DDI-DrugBank.d736.s6.e2|null
DDI-DrugBank.d736.s6|DDI-DrugBank.d736.s6.e1|DDI-DrugBank.d736.s6.e2|null
DDI-DrugBank.d736.s7|DDI-DrugBank.d736.s7.e0|DDI-DrugBank.d736.s7.e1|effect
DDI-DrugBank.d736.s8|DDI-DrugBank.d736.s8.e0|DDI-DrugBank.d736.s8.e1|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e1|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e2|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e3|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e4|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e5|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e1|DDI-DrugBank.d105.s0.e2|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e1|DDI-DrugBank.d105.s0.e3|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e1|DDI-DrugBank.d105.s0.e4|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e1|DDI-DrugBank.d105.s0.e5|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e2|DDI-DrugBank.d105.s0.e3|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e2|DDI-DrugBank.d105.s0.e4|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e2|DDI-DrugBank.d105.s0.e5|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e3|DDI-DrugBank.d105.s0.e4|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e3|DDI-DrugBank.d105.s0.e5|null
DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e4|DDI-DrugBank.d105.s0.e5|null
DDI-MedLine.d86.s0|DDI-MedLine.d86.s0.e0|DDI-MedLine.d86.s0.e1|null
DDI-MedLine.d86.s1|DDI-MedLine.d86.s1.e0|DDI-MedLine.d86.s1.e1|null
DDI-MedLine.d86.s1|DDI-MedLine.d86.s1.e0|DDI-MedLine.d86.s1.e2|null
DDI-MedLine.d86.s1|DDI-MedLine.d86.s1.e0|DDI-MedLine.d86.s1.e3|null
DDI-MedLine.d86.s1|DDI-MedLine.d86.s1.e1|DDI-MedLine.d86.s1.e2|null
DDI-MedLine.d86.s1|DDI-MedLine.d86.s1.e1|DDI-MedLine.d86.s1.e3|null
DDI-MedLine.d86.s1|DDI-MedLine.d86.s1.e2|DDI-MedLine.d86.s1.e3|null
DDI-MedLine.d86.s2|DDI-MedLine.d86.s2.e0|DDI-MedLine.d86.s2.e1|null
DDI-MedLine.d86.s3|DDI-MedLine.d86.s3.e0|DDI-MedLine.d86.s3.e1|null
DDI-MedLine.d86.s5|DDI-MedLine.d86.s5.e0|DDI-MedLine.d86.s5.e1|null
DDI-MedLine.d86.s5|DDI-MedLine.d86.s5.e0|DDI-MedLine.d86.s5.e2|null
DDI-MedLine.d86.s5|DDI-MedLine.d86.s5.e1|DDI-MedLine.d86.s5.e2|null
DDI-MedLine.d86.s6|DDI-MedLine.d86.s6.e0|DDI-MedLine.d86.s6.e1|null
DDI-MedLine.d86.s6|DDI-MedLine.d86.s6.e0|DDI-MedLine.d86.s6.e2|null
DDI-MedLine.d86.s6|DDI-MedLine.d86.s6.e1|DDI-MedLine.d86.s6.e2|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e0|DDI-MedLine.d86.s7.e1|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e0|DDI-MedLine.d86.s7.e2|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e0|DDI-MedLine.d86.s7.e3|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e0|DDI-MedLine.d86.s7.e4|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e1|DDI-MedLine.d86.s7.e2|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e1|DDI-MedLine.d86.s7.e3|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e1|DDI-MedLine.d86.s7.e4|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e2|DDI-MedLine.d86.s7.e3|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e2|DDI-MedLine.d86.s7.e4|null
DDI-MedLine.d86.s7|DDI-MedLine.d86.s7.e3|DDI-MedLine.d86.s7.e4|null
DDI-MedLine.d86.s8|DDI-MedLine.d86.s8.e0|DDI-MedLine.d86.s8.e1|null
DDI-MedLine.d86.s8|DDI-MedLine.d86.s8.e0|DDI-MedLine.d86.s8.e2|null
DDI-MedLine.d86.s8|DDI-MedLine.d86.s8.e1|DDI-MedLine.d86.s8.e2|null
DDI-MedLine.d86.s9|DDI-MedLine.d86.s9.e0|DDI-MedLine.d86.s9.e1|null
DDI-MedLine.d86.s9|DDI-MedLine.d86.s9.e0|DDI-MedLine.d86.s9.e2|null
DDI-MedLine.d86.s9|DDI-MedLine.d86.s9.e1|DDI-MedLine.d86.s9.e2|null
DDI-DrugBank.d671.s0|DDI-DrugBank.d671.s0.e0|DDI-DrugBank.d671.s0.e1|null
DDI-DrugBank.d671.s2|DDI-DrugBank.d671.s2.e0|DDI-DrugBank.d671.s2.e1|effect
DDI-DrugBank.d515.s0|DDI-DrugBank.d515.s0.e0|DDI-DrugBank.d515.s0.e1|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e0|DDI-DrugBank.d185.s0.e1|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e0|DDI-DrugBank.d185.s0.e2|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e0|DDI-DrugBank.d185.s0.e3|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e0|DDI-DrugBank.d185.s0.e4|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e1|DDI-DrugBank.d185.s0.e2|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e1|DDI-DrugBank.d185.s0.e3|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e1|DDI-DrugBank.d185.s0.e4|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e2|DDI-DrugBank.d185.s0.e3|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e2|DDI-DrugBank.d185.s0.e4|null
DDI-DrugBank.d185.s0|DDI-DrugBank.d185.s0.e3|DDI-DrugBank.d185.s0.e4|null
DDI-DrugBank.d185.s1|DDI-DrugBank.d185.s1.e0|DDI-DrugBank.d185.s1.e1|null
DDI-DrugBank.d185.s2|DDI-DrugBank.d185.s2.e0|DDI-DrugBank.d185.s2.e1|null
DDI-DrugBank.d185.s2|DDI-DrugBank.d185.s2.e0|DDI-DrugBank.d185.s2.e2|null
DDI-DrugBank.d185.s2|DDI-DrugBank.d185.s2.e0|DDI-DrugBank.d185.s2.e3|null
DDI-DrugBank.d185.s2|DDI-DrugBank.d185.s2.e1|DDI-DrugBank.d185.s2.e2|null
DDI-DrugBank.d185.s2|DDI-DrugBank.d185.s2.e1|DDI-DrugBank.d185.s2.e3|null
DDI-DrugBank.d185.s2|DDI-DrugBank.d185.s2.e2|DDI-DrugBank.d185.s2.e3|null
DDI-DrugBank.d185.s3|DDI-DrugBank.d185.s3.e0|DDI-DrugBank.d185.s3.e1|null
DDI-DrugBank.d185.s4|DDI-DrugBank.d185.s4.e0|DDI-DrugBank.d185.s4.e1|null
DDI-DrugBank.d185.s5|DDI-DrugBank.d185.s5.e0|DDI-DrugBank.d185.s5.e1|null
DDI-DrugBank.d185.s6|DDI-DrugBank.d185.s6.e0|DDI-DrugBank.d185.s6.e1|null
DDI-DrugBank.d185.s6|DDI-DrugBank.d185.s6.e0|DDI-DrugBank.d185.s6.e2|null
DDI-DrugBank.d185.s6|DDI-DrugBank.d185.s6.e1|DDI-DrugBank.d185.s6.e2|null
DDI-DrugBank.d706.s0|DDI-DrugBank.d706.s0.e0|DDI-DrugBank.d706.s0.e1|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e0|DDI-DrugBank.d104.s0.e1|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e0|DDI-DrugBank.d104.s0.e2|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e0|DDI-DrugBank.d104.s0.e3|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e0|DDI-DrugBank.d104.s0.e4|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e1|DDI-DrugBank.d104.s0.e2|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e1|DDI-DrugBank.d104.s0.e3|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e1|DDI-DrugBank.d104.s0.e4|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e2|DDI-DrugBank.d104.s0.e3|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e2|DDI-DrugBank.d104.s0.e4|null
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e3|DDI-DrugBank.d104.s0.e4|null
DDI-DrugBank.d104.s1|DDI-DrugBank.d104.s1.e0|DDI-DrugBank.d104.s1.e1|null
DDI-DrugBank.d317.s4|DDI-DrugBank.d317.s4.e0|DDI-DrugBank.d317.s4.e1|null
DDI-DrugBank.d317.s5|DDI-DrugBank.d317.s5.e0|DDI-DrugBank.d317.s5.e1|null
DDI-DrugBank.d317.s13|DDI-DrugBank.d317.s13.e0|DDI-DrugBank.d317.s13.e1|null
DDI-DrugBank.d739.s0|DDI-DrugBank.d739.s0.e0|DDI-DrugBank.d739.s0.e1|null
DDI-DrugBank.d739.s1|DDI-DrugBank.d739.s1.e0|DDI-DrugBank.d739.s1.e1|null
DDI-DrugBank.d739.s3|DDI-DrugBank.d739.s3.e0|DDI-DrugBank.d739.s3.e1|null
DDI-DrugBank.d739.s3|DDI-DrugBank.d739.s3.e0|DDI-DrugBank.d739.s3.e2|null
DDI-DrugBank.d739.s3|DDI-DrugBank.d739.s3.e1|DDI-DrugBank.d739.s3.e2|null
DDI-DrugBank.d739.s4|DDI-DrugBank.d739.s4.e0|DDI-DrugBank.d739.s4.e1|null
DDI-DrugBank.d739.s4|DDI-DrugBank.d739.s4.e0|DDI-DrugBank.d739.s4.e2|null
DDI-DrugBank.d739.s4|DDI-DrugBank.d739.s4.e0|DDI-DrugBank.d739.s4.e3|null
DDI-DrugBank.d739.s4|DDI-DrugBank.d739.s4.e1|DDI-DrugBank.d739.s4.e2|null
DDI-DrugBank.d739.s4|DDI-DrugBank.d739.s4.e1|DDI-DrugBank.d739.s4.e3|null
DDI-DrugBank.d739.s4|DDI-DrugBank.d739.s4.e2|DDI-DrugBank.d739.s4.e3|null
DDI-DrugBank.d739.s5|DDI-DrugBank.d739.s5.e0|DDI-DrugBank.d739.s5.e1|null
DDI-DrugBank.d739.s5|DDI-DrugBank.d739.s5.e0|DDI-DrugBank.d739.s5.e2|null
DDI-DrugBank.d739.s5|DDI-DrugBank.d739.s5.e0|DDI-DrugBank.d739.s5.e3|null
DDI-DrugBank.d739.s5|DDI-DrugBank.d739.s5.e1|DDI-DrugBank.d739.s5.e2|null
DDI-DrugBank.d739.s5|DDI-DrugBank.d739.s5.e1|DDI-DrugBank.d739.s5.e3|null
DDI-DrugBank.d739.s5|DDI-DrugBank.d739.s5.e2|DDI-DrugBank.d739.s5.e3|null
DDI-DrugBank.d739.s6|DDI-DrugBank.d739.s6.e0|DDI-DrugBank.d739.s6.e1|null
DDI-DrugBank.d739.s6|DDI-DrugBank.d739.s6.e0|DDI-DrugBank.d739.s6.e2|null
DDI-DrugBank.d739.s6|DDI-DrugBank.d739.s6.e1|DDI-DrugBank.d739.s6.e2|null
DDI-DrugBank.d739.s8|DDI-DrugBank.d739.s8.e0|DDI-DrugBank.d739.s8.e1|null
DDI-DrugBank.d739.s8|DDI-DrugBank.d739.s8.e0|DDI-DrugBank.d739.s8.e2|null
DDI-DrugBank.d739.s8|DDI-DrugBank.d739.s8.e1|DDI-DrugBank.d739.s8.e2|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e1|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e2|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e3|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e4|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e5|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e6|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e7|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e8|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e0|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e1|DDI-DrugBank.d739.s10.e2|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e1|DDI-DrugBank.d739.s10.e3|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e1|DDI-DrugBank.d739.s10.e4|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e1|DDI-DrugBank.d739.s10.e5|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e1|DDI-DrugBank.d739.s10.e6|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e1|DDI-DrugBank.d739.s10.e7|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e1|DDI-DrugBank.d739.s10.e8|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e1|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e2|DDI-DrugBank.d739.s10.e3|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e2|DDI-DrugBank.d739.s10.e4|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e2|DDI-DrugBank.d739.s10.e5|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e2|DDI-DrugBank.d739.s10.e6|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e2|DDI-DrugBank.d739.s10.e7|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e2|DDI-DrugBank.d739.s10.e8|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e2|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e3|DDI-DrugBank.d739.s10.e4|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e3|DDI-DrugBank.d739.s10.e5|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e3|DDI-DrugBank.d739.s10.e6|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e3|DDI-DrugBank.d739.s10.e7|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e3|DDI-DrugBank.d739.s10.e8|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e3|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e4|DDI-DrugBank.d739.s10.e5|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e4|DDI-DrugBank.d739.s10.e6|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e4|DDI-DrugBank.d739.s10.e7|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e4|DDI-DrugBank.d739.s10.e8|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e4|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e5|DDI-DrugBank.d739.s10.e6|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e5|DDI-DrugBank.d739.s10.e7|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e5|DDI-DrugBank.d739.s10.e8|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e5|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e6|DDI-DrugBank.d739.s10.e7|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e6|DDI-DrugBank.d739.s10.e8|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e6|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e7|DDI-DrugBank.d739.s10.e8|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e7|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s10|DDI-DrugBank.d739.s10.e8|DDI-DrugBank.d739.s10.e9|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e0|DDI-DrugBank.d739.s12.e1|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e0|DDI-DrugBank.d739.s12.e2|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e0|DDI-DrugBank.d739.s12.e3|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e0|DDI-DrugBank.d739.s12.e4|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e1|DDI-DrugBank.d739.s12.e2|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e1|DDI-DrugBank.d739.s12.e3|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e1|DDI-DrugBank.d739.s12.e4|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e2|DDI-DrugBank.d739.s12.e3|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e2|DDI-DrugBank.d739.s12.e4|null
DDI-DrugBank.d739.s12|DDI-DrugBank.d739.s12.e3|DDI-DrugBank.d739.s12.e4|null
DDI-DrugBank.d739.s13|DDI-DrugBank.d739.s13.e0|DDI-DrugBank.d739.s13.e1|null
DDI-DrugBank.d739.s13|DDI-DrugBank.d739.s13.e0|DDI-DrugBank.d739.s13.e2|null
DDI-DrugBank.d739.s13|DDI-DrugBank.d739.s13.e1|DDI-DrugBank.d739.s13.e2|null
DDI-DrugBank.d739.s15|DDI-DrugBank.d739.s15.e0|DDI-DrugBank.d739.s15.e1|null
DDI-DrugBank.d739.s15|DDI-DrugBank.d739.s15.e0|DDI-DrugBank.d739.s15.e2|null
DDI-DrugBank.d739.s15|DDI-DrugBank.d739.s15.e1|DDI-DrugBank.d739.s15.e2|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e0|DDI-DrugBank.d737.s0.e1|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e0|DDI-DrugBank.d737.s0.e2|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e0|DDI-DrugBank.d737.s0.e3|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e0|DDI-DrugBank.d737.s0.e4|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e1|DDI-DrugBank.d737.s0.e2|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e1|DDI-DrugBank.d737.s0.e3|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e1|DDI-DrugBank.d737.s0.e4|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e2|DDI-DrugBank.d737.s0.e3|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e2|DDI-DrugBank.d737.s0.e4|null
DDI-DrugBank.d737.s0|DDI-DrugBank.d737.s0.e3|DDI-DrugBank.d737.s0.e4|null
DDI-DrugBank.d737.s2|DDI-DrugBank.d737.s2.e0|DDI-DrugBank.d737.s2.e1|null
DDI-DrugBank.d737.s2|DDI-DrugBank.d737.s2.e0|DDI-DrugBank.d737.s2.e2|null
DDI-DrugBank.d737.s2|DDI-DrugBank.d737.s2.e1|DDI-DrugBank.d737.s2.e2|null
DDI-DrugBank.d737.s3|DDI-DrugBank.d737.s3.e0|DDI-DrugBank.d737.s3.e1|null
DDI-DrugBank.d737.s3|DDI-DrugBank.d737.s3.e0|DDI-DrugBank.d737.s3.e2|null
DDI-DrugBank.d737.s3|DDI-DrugBank.d737.s3.e1|DDI-DrugBank.d737.s3.e2|null
DDI-DrugBank.d737.s4|DDI-DrugBank.d737.s4.e0|DDI-DrugBank.d737.s4.e1|null
DDI-DrugBank.d737.s4|DDI-DrugBank.d737.s4.e0|DDI-DrugBank.d737.s4.e2|null
